nombre,secretaria.nombre,dependencia.nombre,atencion[0].direccion,atencion[1].direccion,atencion[2].direccion,atencion[3].direccion,atencion[4].direccion,atencion[5].direccion,atencion[6].direccion,atencion[7].direccion,atencion[8].direccion,atencion[9].direccion,atencion[10].direccion,atencion[11].direccion,atencion[12].direccion,atencion[13].direccion,atencion[14].direccion,atencion[15].direccion,atencion[16].direccion,atencion[17].direccion,atencion[18].direccion,atencion[19].direccion,atencion[20].direccion,atencion[21].direccion,atencion[22].direccion,atencion[23].direccion,atencion[24].direccion,atencion[25].direccion,atencion[26].direccion,atencion[27].direccion,atencion[28].direccion,atencion[29].direccion,atencion[30].direccion,atencion[31].direccion,atencion[32].direccion,atencion[33].direccion,atencion[34].direccion,atencion[35].direccion,atencion[36].direccion,atencion[37].direccion,atencion[38].direccion,atencion[39].direccion,atencion[40].direccion,atencion[41].direccion,atencion[42].direccion,atencion[43].direccion,atencion[44].direccion,atencion[45].direccion,atencion[46].direccion,atencion[47].direccion,atencion[48].direccion,atencion[49].direccion,atencion[50].direccion,atencion[51].direccion,atencion[52].direccion,atencion[53].direccion,atencion[54].direccion,atencion[55].direccion,atencion[56].direccion,atencion[57].direccion,atencion[58].direccion,atencion[59].direccion,atencion[60].direccion,atencion[61].direccion,atencion[62].direccion,atencion[63].direccion,atencion[64].direccion,atencion[65].direccion,atencion[66].direccion,atencion[67].direccion,atencion[68].direccion,atencion[69].direccion,atencion[70].direccion,atencion[71].direccion,atencion[72].direccion,atencion[73].direccion,atencion[74].direccion,atencion[75].direccion,atencion[76].direccion,atencion[77].direccion,atencion[78].direccion,atencion[79].direccion,atencion[80].direccion,atencion[81].direccion,atencion[82].direccion,atencion[83].direccion,atencion[84].direccion,atencion[0].coordenadas.coordinates[0],atencion[0].coordenadas.coordinates[1],atencion[1].coordenadas.coordinates[0],atencion[1].coordenadas.coordinates[1],atencion[2].coordenadas.coordinates[0],atencion[2].coordenadas.coordinates[1],atencion[3].coordenadas.coordinates[0],atencion[3].coordenadas.coordinates[1],atencion[4].coordenadas.coordinates[0],atencion[4].coordenadas.coordinates[1],atencion[5].coordenadas.coordinates[0],atencion[5].coordenadas.coordinates[1],atencion[6].coordenadas.coordinates[0],atencion[6].coordenadas.coordinates[1],atencion[7].coordenadas.coordinates[0],atencion[7].coordenadas.coordinates[1],atencion[8].coordenadas.coordinates[0],atencion[8].coordenadas.coordinates[1],atencion[9].coordenadas.coordinates[0],atencion[9].coordenadas.coordinates[1],atencion[10].coordenadas.coordinates[0],atencion[10].coordenadas.coordinates[1],atencion[11].coordenadas.coordinates[0],atencion[11].coordenadas.coordinates[1],atencion[12].coordenadas.coordinates[0],atencion[12].coordenadas.coordinates[1],atencion[13].coordenadas.coordinates[0],atencion[13].coordenadas.coordinates[1],atencion[14].coordenadas.coordinates[0],atencion[14].coordenadas.coordinates[1],atencion[15].coordenadas.coordinates[0],atencion[15].coordenadas.coordinates[1],atencion[16].coordenadas.coordinates[0],atencion[16].coordenadas.coordinates[1],atencion[17].coordenadas.coordinates[0],atencion[17].coordenadas.coordinates[1],atencion[18].coordenadas.coordinates[0],atencion[18].coordenadas.coordinates[1],atencion[19].coordenadas.coordinates[0],atencion[19].coordenadas.coordinates[1],atencion[20].coordenadas.coordinates[0],atencion[20].coordenadas.coordinates[1],atencion[21].coordenadas.coordinates[0],atencion[21].coordenadas.coordinates[1],atencion[22].coordenadas.coordinates[0],atencion[22].coordenadas.coordinates[1],atencion[23].coordenadas.coordinates[0],atencion[23].coordenadas.coordinates[1],atencion[24].coordenadas.coordinates[0],atencion[24].coordenadas.coordinates[1],atencion[25].coordenadas.coordinates[0],atencion[25].coordenadas.coordinates[1],atencion[26].coordenadas.coordinates[0],atencion[26].coordenadas.coordinates[1],atencion[27].coordenadas.coordinates[0],atencion[27].coordenadas.coordinates[1],atencion[28].coordenadas.coordinates[0],atencion[28].coordenadas.coordinates[1],atencion[29].coordenadas.coordinates[0],atencion[29].coordenadas.coordinates[1],atencion[30].coordenadas.coordinates[0],atencion[30].coordenadas.coordinates[1],atencion[31].coordenadas.coordinates[0],atencion[31].coordenadas.coordinates[1],atencion[32].coordenadas.coordinates[0],atencion[32].coordenadas.coordinates[1],atencion[33].coordenadas.coordinates[0],atencion[33].coordenadas.coordinates[1],atencion[34].coordenadas.coordinates[0],atencion[34].coordenadas.coordinates[1],atencion[35].coordenadas.coordinates[0],atencion[35].coordenadas.coordinates[1],atencion[36].coordenadas.coordinates[0],atencion[36].coordenadas.coordinates[1],atencion[37].coordenadas.coordinates[0],atencion[37].coordenadas.coordinates[1],atencion[38].coordenadas.coordinates[0],atencion[38].coordenadas.coordinates[1],atencion[39].coordenadas.coordinates[0],atencion[39].coordenadas.coordinates[1],atencion[40].coordenadas.coordinates[0],atencion[40].coordenadas.coordinates[1],atencion[41].coordenadas.coordinates[0],atencion[41].coordenadas.coordinates[1],atencion[42].coordenadas.coordinates[0],atencion[42].coordenadas.coordinates[1],atencion[43].coordenadas.coordinates[0],atencion[43].coordenadas.coordinates[1],atencion[44].coordenadas.coordinates[0],atencion[44].coordenadas.coordinates[1],atencion[45].coordenadas.coordinates[0],atencion[45].coordenadas.coordinates[1],atencion[46].coordenadas.coordinates[0],atencion[46].coordenadas.coordinates[1],atencion[47].coordenadas.coordinates[0],atencion[47].coordenadas.coordinates[1],atencion[48].coordenadas.coordinates[0],atencion[48].coordenadas.coordinates[1],atencion[49].coordenadas.coordinates[0],atencion[49].coordenadas.coordinates[1],atencion[50].coordenadas.coordinates[0],atencion[50].coordenadas.coordinates[1],atencion[51].coordenadas.coordinates[0],atencion[51].coordenadas.coordinates[1],atencion[52].coordenadas.coordinates[0],atencion[52].coordenadas.coordinates[1],atencion[53].coordenadas.coordinates[0],atencion[53].coordenadas.coordinates[1],atencion[54].coordenadas.coordinates[0],atencion[54].coordenadas.coordinates[1],atencion[55].coordenadas.coordinates[0],atencion[55].coordenadas.coordinates[1],atencion[56].coordenadas.coordinates[0],atencion[56].coordenadas.coordinates[1],atencion[57].coordenadas.coordinates[0],atencion[57].coordenadas.coordinates[1],atencion[58].coordenadas.coordinates[0],atencion[58].coordenadas.coordinates[1],atencion[59].coordenadas.coordinates[0],atencion[59].coordenadas.coordinates[1],atencion[60].coordenadas.coordinates[0],atencion[60].coordenadas.coordinates[1],atencion[61].coordenadas.coordinates[0],atencion[61].coordenadas.coordinates[1],atencion[62].coordenadas.coordinates[0],atencion[62].coordenadas.coordinates[1],atencion[63].coordenadas.coordinates[0],atencion[63].coordenadas.coordinates[1],atencion[64].coordenadas.coordinates[0],atencion[64].coordenadas.coordinates[1],atencion[65].coordenadas.coordinates[0],atencion[65].coordenadas.coordinates[1],atencion[66].coordenadas.coordinates[0],atencion[66].coordenadas.coordinates[1],atencion[67].coordenadas.coordinates[0],atencion[67].coordenadas.coordinates[1],atencion[68].coordenadas.coordinates[0],atencion[68].coordenadas.coordinates[1],atencion[69].coordenadas.coordinates[0],atencion[69].coordenadas.coordinates[1],atencion[70].coordenadas.coordinates[0],atencion[70].coordenadas.coordinates[1],atencion[71].coordenadas.coordinates[0],atencion[71].coordenadas.coordinates[1],atencion[72].coordenadas.coordinates[0],atencion[72].coordenadas.coordinates[1],atencion[73].coordenadas.coordinates[0],atencion[73].coordenadas.coordinates[1],atencion[74].coordenadas.coordinates[0],atencion[74].coordenadas.coordinates[1],atencion[75].coordenadas.coordinates[0],atencion[75].coordenadas.coordinates[1],atencion[76].coordenadas.coordinates[0],atencion[76].coordenadas.coordinates[1],atencion[77].coordenadas.coordinates[0],atencion[77].coordenadas.coordinates[1],atencion[78].coordenadas.coordinates[0],atencion[78].coordenadas.coordinates[1],atencion[79].coordenadas.coordinates[0],atencion[79].coordenadas.coordinates[1],atencion[80].coordenadas.coordinates[0],atencion[80].coordenadas.coordinates[1],atencion[81].coordenadas.coordinates[0],atencion[81].coordenadas.coordinates[1],atencion[82].coordenadas.coordinates[0],atencion[82].coordenadas.coordinates[1],atencion[83].coordenadas.coordinates[0],atencion[83].coordenadas.coordinates[1],atencion[84].coordenadas.coordinates[0],atencion[84].coordenadas.coordinates[1],atencion[0].municipio,atencion[1].municipio,atencion[2].municipio,atencion[3].municipio,atencion[4].municipio,atencion[5].municipio,atencion[6].municipio,atencion[7].municipio,atencion[8].municipio,atencion[9].municipio,atencion[10].municipio,atencion[11].municipio,atencion[12].municipio,atencion[13].municipio,atencion[14].municipio,atencion[15].municipio,atencion[16].municipio,atencion[17].municipio,atencion[18].municipio,atencion[19].municipio,atencion[20].municipio,atencion[21].municipio,atencion[22].municipio,atencion[23].municipio,atencion[24].municipio,atencion[25].municipio,atencion[26].municipio,atencion[27].municipio,atencion[28].municipio,atencion[29].municipio,atencion[30].municipio,atencion[31].municipio,atencion[32].municipio,atencion[33].municipio,atencion[34].municipio,atencion[35].municipio,atencion[36].municipio,atencion[37].municipio,atencion[38].municipio,atencion[39].municipio,atencion[40].municipio,atencion[41].municipio,atencion[42].municipio,atencion[43].municipio,atencion[44].municipio,atencion[45].municipio,atencion[46].municipio,atencion[47].municipio,atencion[48].municipio,atencion[49].municipio,atencion[50].municipio,atencion[51].municipio,atencion[52].municipio,atencion[53].municipio,atencion[54].municipio,atencion[55].municipio,atencion[56].municipio,atencion[57].municipio,atencion[58].municipio,atencion[59].municipio,atencion[60].municipio,atencion[61].municipio,atencion[62].municipio,atencion[63].municipio,atencion[64].municipio,atencion[65].municipio,atencion[66].municipio,atencion[67].municipio,atencion[68].municipio,atencion[69].municipio,atencion[70].municipio,atencion[71].municipio,atencion[72].municipio,atencion[73].municipio,atencion[74].municipio,atencion[75].municipio,atencion[76].municipio,atencion[77].municipio,atencion[78].municipio,atencion[79].municipio,atencion[80].municipio,atencion[81].municipio,atencion[82].municipio,atencion[83].municipio,atencion[84].municipio
Constancia de No Infracción.,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Calle 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.782457,20.059354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constancia de Inscripción de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Calle 80 Constitución 42080 Pachuca De Soto Pachuca De Soto,Calle 113 Jardines del Sur 43600 Tulancingo De Bravo Tulancingo De Bravo,Avenida 42 Apepechoca 42950 Tlaxcoapan Tlaxcoapan,Calle s.n. La Campana 42400 Huichapan Huichapan,Calle 6 Cerrito Romero 42330 Zimapán Zimapán,Calle 10 El Fithzi 42300 Ixmiquilpan Ixmiquilpan,Calle s.n. Efren Rebolledo 42510 Actopan Actopan,Calle 393 Centro 43351 Metztitlán Metztitlán,Calle s.n. Centro 43100 Molango De Escamilla Molango De Escamilla,Calle 10 Aviación Civil 43000 Huejutla De Reyes Huejutla De Reyes,Calle 15 Centro 43060 Apan Apan,Calle s.n. Centro 43800 Tizayuca Tizayuca,Calle s.n. Centro 43480 Tenango De Doria Tenango De Doria,Calle 7 Noxtongo 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.804091,20.13634,-98.74961921,20.11465774,-98.371916,20.080692,-99.210958,20.045921,-99.648489,20.369492,-99.375861,20.731783,-99.208732,20.476419,-98.943196,20.264291,-98.782395,20.60515,-98.729595,20.125174,-98.408793,21.144351,-98.548949,19.657332,-98.979758,19.841154,-98.226466,20.338624,-99.338892,19.910075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Agustín Tlaxiaca,Pachuca De Soto,Tulancingo De Bravo,Tlaxcoapan,Huichapan,Zimapán,Ixmiquilpan,Actopan,Metztitlán,Molango De Escamilla,Huejutla De Reyes,Apan,Tizayuca,Tenango De Doria,Tepeji Del Río De Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historial Académico de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Calle 80 Constitución 42080 Pachuca De Soto Pachuca De Soto,Calle 113 Apepechoca 43600 Tulancingo De Bravo Tulancingo De Bravo,Avenida 42 Apepechoca 42950 Tlaxcoapan Tlaxcoapan,Calle s.n. La Campana 42400 Huichapan Huichapan,Calle 6 Cerrito Romero 42330 Zimapán Zimapán,Calle 10 El Fithzi 42300 Actopan Actopan,Calle s.n. Efren Rebolledo 42510 Actopan Actopan,Calle 393 Centro 43351 Metztitlán Metztitlán,Calle s.n. Centro 43100 Molango De Escamilla Molango De Escamilla,Calle 10 Aviación Civil 43000 Huejutla De Reyes Huejutla De Reyes,Calle 15 Centro 43060 Apan Apan,Calle s.n. Centro 43800 Tizayuca Tizayuca,Calle s.n. Centro 43480 Tenango De Doria Tenango De Doria,Calle 7 Noxtongo 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Calle 2 Centro 43060 Atlapexco Atlapexco,Calle 40 Centro 43141 Ixtlahuaco Lolotla,Avenida 3 Centro 42180 Pachuquilla Mineral De La Reforma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.804091,20.13634,-98.74961921,20.11465774,-98.371916,20.080692,-99.210958,20.045921,-99.648489,20.369492,-99.375861,20.731783,-99.208732,20.476419,-98.943196,20.264291,-98.782395,20.60515,-98.729595,20.125174,-98.408793,21.144351,-98.548949,19.657332,-98.979758,19.841154,-98.226466,20.338624,-99.338892,19.910075,-983486659000,210172928000,-987070801170,20.8786908,-987068078170,200748487000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Agustín Tlaxiaca,Pachuca De Soto,Tulancingo De Bravo,Tlaxcoapan,Huichapan,Zimapán,Actopan,Actopan,Metztitlán,Molango De Escamilla,Huejutla De Reyes,Apan,Tizayuca,Tenango De Doria,Tepeji Del Río De Ocampo,Atlapexco,Lolotla,Mineral De La Reforma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solicitud de exámenes ordinarios de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Calle 80 Constitución 42080 Pachuca De Soto Pachuca De Soto,Calle 113 Centro 43600 Tulancingo De Bravo Tulancingo De Bravo,Avenida 42 Apepechoca 42950 Tlaxcoapan Tlaxcoapan,Calle s.n. La Campana 42400 Huichapan Huichapan,Calle 6 Cerrito Romero 42330 Zimapán Zimapán,Calle 10 El Fithzi 42300 Ixmiquilpan Ixmiquilpan,Calle s.n. Efren Rebolledo 42510 Actopan Actopan,Calle 393 Centro 43351 Metztitlán Metztitlán,Calle s.n. Centro 43100 Molango De Escamilla Molango De Escamilla,Calle 10 Aviación Civil 43000 Huejutla De Reyes Huejutla De Reyes,"Calle 15 Av. Hidalgo no. 15, Col. Centro, Emiliano Zapata, Hgo. C.P. 43060 43060 Apan Apan",Calle s.n. Centro 43800 Tizayuca Tizayuca,Calle s.n. Centro 43480 Tenango De Doria Tenango De Doria,Calle 7 Noxtongo 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Calle 2 Centro 43060 Atlapexco Atlapexco,Calle 40 Centro 43141 Ixtlahuaco Lolotla,Avenida 3 Centro 42180 Pachuquilla Mineral De La Reforma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.804091,20.13634,-98.74961921,20.11465774,-98.371916,20.080692,-99.210958,20.045921,-99.648489,20.369492,-99.375861,20.731783,-99.208732,20.476419,-98.943196,20.264291,-98.782395,20.60515,-98.729595,20.125174,-98.408793,21.144351,-98.548949,19.657332,-98.979758,19.841154,-98.226466,20.338624,-99.338892,19.910075,-983486659000,210172928000,-987070801170,208786908000,-987068078170,200748487000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Agustín Tlaxiaca,Pachuca De Soto,Tulancingo De Bravo,Tlaxcoapan,Huichapan,Zimapán,Ixmiquilpan,Actopan,Metztitlán,Molango De Escamilla,Huejutla De Reyes,Apan,Tizayuca,Tenango De Doria,Tepeji Del Río De Ocampo,Atlapexco,Lolotla,Mineral De La Reforma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solicitud de exámenes extemporáneos de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Calle 80 Constitución 42080 Pachuca De Soto Pachuca De Soto,Calle 113 Centro 43600 Tulancingo De Bravo Tulancingo De Bravo,Avenida 42 Apepechoca 42950 Tlaxcoapan Tlaxcoapan,Calle s.n. La Campana 42400 Huichapan Huichapan,Calle 6 Cerrito Romero 42330 Zimapán Zimapán,Calle 10 El Fithzi 42300 Ixmiquilpan Ixmiquilpan,Calle s.n. Efren Rebolledo 42510 Actopan Actopan,Calle 393 Centro 43351 Metztitlán Metztitlán,Calle s.n. Centro 43100 Molango De Escamilla Molango De Escamilla,Boulevard 10 Aviación Civil 43000 Huejutla De Reyes Huejutla De Reyes,Avenida 15 Centro 43060 Apan Apan,Calle s.n. Centro 43800 Tizayuca Tizayuca,Calle s.n. Centro 43480 Tenango De Doria Tenango De Doria,Avenida 7 Noxtongo 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Calle 2 Centro 43060 Atlapexco Atlapexco,Calle 40 Centro 43141 Ixtlahuaco Lolotla,Avenida 3 Centro 42180 Pachuquilla Mineral De La Reforma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.804091,20.13634,-98.74961921,20.11465774,-98.371916,20.080692,-99.210958,20.045921,-99.648489,20.369492,-99.375861,20.731783,-99.208732,20.476419,-98.943196,20.264291,-98.782395,20.60515,-98.729595,20.125174,-98.408793,21.144351,-98.548949,19.657332,-98.979758,19.841154,-98.226466,20.338624,-99.338892,19.910075,-983486659000,210172928000,-987070801170,208786908000,-987068078170,200748487000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Agustín Tlaxiaca,Pachuca De Soto,Tulancingo De Bravo,Tlaxcoapan,Huichapan,Zimapán,Ixmiquilpan,Actopan,Metztitlán,Molango De Escamilla,Huejutla De Reyes,Apan,Tizayuca,Tenango De Doria,Tepeji Del Río De Ocampo,Atlapexco,Lolotla,Mineral De La Reforma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Servicio de Agua Potable a Colonias que No Cuentan con Infraestructura Hidráulica, Así como Entidades del Sector Público (En Carro Cisterna) Con Costo ",Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial La Paz 42092 Pachuca De Soto Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.74692,20.092088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asesoría,Secretaría de Salud,Secretaría de Salud,Calle 707 Nueva Francisco I. Madero 42070 Pachuca De Soto Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.7278981,20.1187594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gestión inmediata,Secretaría de Salud,Secretaría de Salud,Calle 707 Nueva Francisco I. Madero 42070 Pachuca De Soto Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.7278981,20.1187594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orientación,Secretaría de Salud,Secretaría de Salud,Calle 707 Nueva Francisco I. Madero 42070 Pachuca De Soto Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.7278981,20.1187594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queja,Secretaría de Salud,Secretaría de Salud,Calle 707 Nueva Francisco I. Madero 42070 Pachuca De Soto Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.7278981,20.1187594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entrega de apoyos a población vulnerable,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.733639,20.12473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingreso a Casa de Día del Sistema DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 102 Centro 42000 Pachuca De Soto Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.732696,20.124216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Expedición de información catastral, sin certificación.",Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.736329,20.116203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pachuca De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
